-55.64137490761037	-56.83783433419087	-61.70315427508812	-64.33631731436846	-64.23686669474853	-60.704736099232285
-59.567088956828805	-63.89480409221664	-64.02262680672051	-59.73678862881275	-56.36045077137527	-61.767076400329955
-60.877848091251764	-58.467683281108975	-55.80635622560224	-57.8503825945766	-56.397165411945046	-61.54137278634717
-55.5798536508945	-61.18965769004958	-60.09075634233668	-57.993628649231155	-64.41410989086692	-59.4444972202077
-55.874662688364026	-55.40975963373754	-64.62331920359581	-59.040067436209455	-55.74022065240422	-64.36088881363067
-56.72150863154061	-60.102435584942896	-55.482138025240005	-59.400639528659006	-64.71898488536813	-59.030245140016014
-57.906338100137084	-61.36691903695298	-62.563890686306124	-59.734731356925515	-63.02797066372626	-63.30264441508989
-55.10392922477164	-55.8018940069783	-62.85378898653131	-64.56817097902268	-58.82783207624713	-61.84258636019334
-57.88245593867713	-62.502830338764745	-58.08617794119744	-55.82934228687504	-55.658225793969066	-59.75828970838373
-55.27013916485713	-63.216751472157014	-59.811710637509876	-55.22468111256874	-63.077449983275855	-62.76557355622026
-58.068446217945855	-64.86130065742623	-57.67925841382402	-59.42280926364776	-55.69637142941698	-58.285573676954066
-57.03538652241498	-59.20474635220149	-58.62339399505004	-63.15243106174236	-60.57242058960512	-61.83686238671262
-63.371883406469884	-62.15110094903605	-55.606887308287426	-56.682268239623475	-64.77317107864569	-57.03364144353102
-59.84527428902044	-55.218421870998455	-56.69812553090373	-60.26029045096305	-59.42892463331818	-62.72961686854077
-60.51094130607345	-64.67204270137213	-57.00058565224802	-59.52302284283879	-61.982367227393944	-56.73933651014408
-55.35848172959984	-56.24589272955366	-58.48409053974245	-57.93678027288466	-61.87175434666149	-55.52290551777183
-59.25525905190262	-64.19046227446222	-60.82574170653179	-63.860112061073615	-57.671914479762265	-60.596921890970286
-58.42059501613263	-63.811876661670404	-58.94863836734261	-63.56758277400157	-62.285913138770894	-62.23922269107813
-60.003594042758166	-59.28224976886156	-56.78575990752779	-55.13890050046441	-57.23501743076244	-59.77765678710223
-55.058318063930685	-59.53756032220056	-56.07809942753361	-63.11103548704696	-61.61254407708397	-59.81345335458498
